7.5	46.9    05	0	1	LM	Bern			
36.3	33.5	05	0	1	LM	Damascus			
121.5	25.0	05	0	1	LM	Taipei			
68.8	38.6	05	0	1	LM	Dushanbe			
39.3	-6.8	05	0	1	LM	Dar es Salaam	
100.5	13.8	05	0	1	LM	Bangkok			
125.6	-8.6	05	0	1	LM	Dili			
1.2	  6.1	05	0	1	LM	Lome			
-175.2	-21.1	05	0	1	LM	Nuku'alofa			
-61.5	 10.7	05	0	1	LM	Port of Spain			
10.2	 36.8	05	0	1	LM	Tunis			
32.9	 39.9	05	0	1	LM	Ankara			
58.4	 38.0	05	0	1	LM	Ashgabat			
-71.1	21.5	05	0	1	LM	Grand Turk			
179.2	-8.5	05	0	1	LM	Funafuti			
32.6	0.3	05	0	1	LM	Kampala			
30.5	50.4	05	0	1	LM	Kyiv
54.4	24.5	05	0	1	LM	Abu Dhabi		
-0.1	51.5	05	0	1	LM	London	
-56.2	-34.9	05	0	1	LM	Montevideo			
69.3	41.3	05	0	1	LM	Tashkent			
168.3	-17.7	05	0	1	LM	Port-Vila			
-66.9	10.5	05	0	1	LM	Caracas			
105.9	21.0	05	0	1	LM	Hanoi			
-64.9	18.4	05	0	1	LM	Charlotte Amalie		
-171.9	-14.0	05	0	1	LM	Mata-Utu			
44.2	 15.4	05	0	1	LM	Sanaa			
28.3	-15.4	05	0	1	LM	Lusaka			
31.02	-17.43	05	0	1	LM	Harare
